"special_issue","num_papers","flags","prop_flag","deadline","latest_sub","rt_sum_vector2","aca_flag","d_over_deadline","ed","fecha_deadline"
"https://www.mdpi.com/journal/ijerph/special_issues/evaluation_sports",47,3,0.064,2020-07-31,2020-09-05,"3,0","No info",-36,"Miguel Angel Gomez-Ruano, Enrique Ortega Toro","31 July 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/social_media_public_health",17,8,0.471,2020-07-31,2020-09-21,"2,8","No info",-52,"Wasim Ahmed, Josep Vidal-Alaball","31 July 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/exercise_therapy",16,3,0.188,2020-07-31,2020-07-30,"2,2,1","No info",1,"Dr. Pilar Serra-Ano, Dr. Marta Ingles de la Torre, Xavier Garcia-Masso","31 July 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/companion_animal",14,2,0.143,2020-07-31,2020-07-26,"2,0","No info",5,"Dr. Marie-Jose Enders-Slegers, Karin Hediger","31 July 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Health-EDRM-2",16,6,0.375,2020-07-31,2020-07-31,"6,1","No info",0,"Dr. Emily Ying Yang Chan, Holly Ching Yu Lam","31 July 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/smoking_prevention",21,1,0.048,2020-07-31,2020-10-21,"1,0","No info",-82,"Pete Driezen, Rashid Ahmed","31 July 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/M_G",9,2,0.222,2020-07-31,2020-10-09,"2","No info",-70,"Marina Cabral Pinto","31 July 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/RD",14,6,0.429,2020-07-31,2020-12-07,"6","No info",-129,"Yllka Kodra","31 July 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/environmental_food_hygiene",7,2,0.286,2020-07-31,2020-06-09,"2","No info",52,"Giuseppina Caggiano","31 July 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Social_Health_Ageing",8,0,0,2020-07-31,2020-07-12,"0,0,0","No info",19,"Anthony G. Tuckett, Lisa Fitzgerald, Allyson Mutch","31 July 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/CSI_communicable_diseases",6,0,0,2020-07-31,2020-08-12,"0","No info",-12,"David Berrigan","5 December 2019"
"https://www.mdpi.com/journal/ijerph/special_issues/global_rehabilitation_workforce_policy_innovation",5,2,0.4,2020-07-31,2020-06-22,"2,0,0","No info",39,"Michel D. Landry, Tiago Silva Jesus, Helen Marie Hoenig","31 July 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/PODS4H19",12,5,0.417,2020-08-09,2020-11-19,"4,1,1,1","No info",-102,"Jorge Munoz-Gama, Carlos Fernandez-Llatas, Niels Martin, Owen Johnson","9 August 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Fetus_Adulthood",10,2,0.2,2020-08-10,2020-08-09,"2","No info",1,"Antonio Di Mauro","10 August 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/child_mental",5,2,0.4,2020-08-15,2020-10-04,"2","No info",-50,"Dr. Cheng-Fang Yen","15 August 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/advances_fostering_attachment_security",9,2,0.222,2020-08-30,2020-09-01,"1,2","No info",-2,"Madoka Kumashiro, Ximena Arriaga","30 August 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/global_infectious_diseases",5,0,0,2020-08-30,2020-08-30,"0","No info",0,"Dr. Andrea Piana","30 August 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/glob_women_health",17,4,0.235,2020-08-31,2020-08-20,"4","No info",11,"Dr. Kuo-Hu Chen","31 August 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/world_crisis",14,1,0.071,2020-08-31,2020-09-01,"1,1","No info",-1,"Dr. Jimmy T. Efird, Pollie Bith-Melander","31 August 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Youth_Sports_Young_Athletes_Evaluation_Implications_Performance_Health",12,2,0.167,2020-08-31,2020-07-30,"2,1,0,0","No info",32,"Gabriele Mascherini, Dr. Pietro Amedeo Modesti, Alfredo Irurtia, Jorge Castizo-Olier","31 August 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Chronic_Pain_Headache",10,1,0.1,2020-08-31,2020-08-14,"1","No info",17,"Robert D. Gerwin","31 August 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Aquatic_Therapy",12,0,0,2020-08-31,2021-01-31,"0,0","No info",-153,"Dr. Javier Gueita Rodriguez, Dr. Antonio Ignacio Cuesta Vargas","31 August 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/obesity_prevention_intervention",12,2,0.167,2020-08-31,2020-08-31,"2","No info",0,"Stephanie Partridge","31 August 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Safer_Construction",5,2,0.4,2020-08-31,2020-08-29,"2,0","No info",2,"Riza Yosia Sunindijo, Manikam Pillay","31 August 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/PABPP",8,2,0.25,2020-08-31,2021-03-31,"2,1","No info",-212,"Ellinor Olander, Kathryn Hesketh","31 August 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/personalized_exercise_prescription_chronic_disease_prevention_rehabilitation",7,2,0.286,2020-08-31,2020-08-28,"2","No info",3,"Dr. Lance Dalleck","31 August 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Disaster_Model_Prev",8,3,0.375,2020-08-31,2021-03-03,"1,3,0","No info",-184,"Thomas J. Huggins, Dr. Lili Yang, Didier Sornette","31 August 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Dementia_Care",6,0,0,2020-08-31,2020-07-26,"0","No info",36,"Emma Bartfay","31 August 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/CISC",5,0,0,2020-08-31,2020-08-20,"0","No info",11,"Dr. Jason Levy","31 August 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/TPLP",5,0,0,2020-08-31,2020-03-22,"0","No info",162,"Amanda D. Harwood","31 August 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/MLSMAASFEEA",6,5,0.833,2020-09-01,2020-06-09,"1,2,0,4","No info",84,"Gabriella Tognola, Emma Chiaramello, Masao Taki, Joe Wiart","1 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Retail_Strateg_Support_Health_Eat",9,4,0.444,2020-09-05,2020-10-27,"4,1","No info",-52,"Alyssa Moran, Christina Roberto","5 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Women_Inequalities",11,0,0,2020-09-10,2020-11-12,"0,0,0","No info",-63,"Anna Matheson, Heather Came, Dr. Jacquie Kidd","10 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/GDECB",9,1,0.111,2020-09-10,2020-10-12,"1","No info",-32,"Antonio Bruno","10 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Parent_Child_Interactions",14,2,0.143,2020-09-15,2020-09-26,"2,2","No info",-11,"Dr. Luca Cerniglia, Silvia Cimino","15 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/assistive_technologies",9,2,0.222,2020-09-15,2021-03-09,"2","No info",-175,"Dr. Helena Hemmingsson","15 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/migrant_health_wellbeing",29,2,0.069,2020-09-20,2020-09-29,"1,1","No info",-9,"Helena Legido-Quigley, Montserrat Gea-Sanchez","20 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Active_Life",39,2,0.051,2020-09-30,2021-03-20,"1,1","No info",-171,"Jeronimo Garcia-Fernandez, Dr. Antonio Jesus Sanchez-Oliver","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/new_developments_physical_education_sport",28,4,0.143,2020-09-30,2020-09-29,"4","No info",1,"Antonio Granero-Gallegos","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/occupational_emotion",18,1,0.056,2020-09-30,2020-10-05,"1","No info",-5,"Dr. Catherine Daus","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Japan_evaluating_effectiveness_tobacco_control_policies_use_heated_tobacco_products",15,2,0.133,2020-09-30,2021-01-16,"2,0","No info",-108,"Shannon Gravely, Ryan Kennedy","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/motor_competence_fitness",21,1,0.048,2020-09-30,2020-10-25,"1,1","No info",-25,"Dr. Clemens Drenowatz, Dr. Klaus Greier","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Environmental_Health_Review",6,0,0,2020-09-30,2020-12-03,"0,0","No info",-64,"Jeanine M. Buchanich, Vikas Kumar","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/UIACTFMHPAT",16,5,0.312,2020-09-30,2020-11-16,"2,3","No info",-47,"Ana Fonseca, Jorge Osma","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/health_indigenous",16,0,0,2020-09-30,2020-09-30,"0,0","No info",0,"Dr. Melissa Haswell, Cristina O’Callaghan-Gordo","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Physical_Activity_Technology",14,5,0.357,2020-09-30,2020-09-30,"2,5","No info",0,"Zachary C. Pope, Zan Gao","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/psychological_factors_influence_athlete_performance_wellbeing",15,2,0.133,2020-09-30,2020-09-29,"2","No info",1,"Manuel Gomez-Lopez","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Oral_Healthcare",21,5,0.238,2020-09-30,2020-09-30,"5","No info",0,"Dr. Iole Vozza","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Workaholism_Research",11,2,0.182,2020-09-30,2020-10-31,"2,1,1","No info",-31,"Cristian Balducci, Paola Spagnoli, Malissa Clark","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Remede_Manage",16,3,0.188,2020-09-30,2020-09-29,"3","No info",1,"Shahabaldin Rezania","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/sustain_network",16,7,0.438,2020-09-30,2020-08-25,"7","No info",36,"Henriette Löffler-Stastka","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/suicidal_behavior",13,0,0,2020-09-30,2020-08-09,"0","No info",52,"Derek de Beurs","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/occupational_health_safety",16,0,0,2020-09-30,2020-09-28,"0","No info",2,"Jesus A. Carrillo-Castrillo","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Body_Sports",14,3,0.214,2020-09-30,2020-09-30,"3","No info",0,"Dr. Stefania Toselli","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Indigenous_Wellbeing",10,0,0,2020-09-30,2020-09-29,"0,0,0,0","No info",1,"Sandra Thompson, Dr. Bronwyn Fredericks, Prof. Monica Moran, Rohan Rasiah","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/mr_smbp",15,5,0.333,2020-09-30,2021-03-07,"0,2,4,1","No info",-158,"Annapaola Rizzoli, Alessandra della Torre, Mattia Manica, Giovanni Marini","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Food_Insecurity_Rural_Areas",10,2,0.2,2020-09-30,2020-11-03,"2","No info",-34,"Lindsey Haynes-Maslow","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/e_mHeath_Health_Behaviours",12,4,0.333,2020-09-30,2020-09-30,"4","No info",0,"Dr. Corneel Vandelanotte","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/closing_mplementation_gap_reproductive_maternal_newborn_child_health_low_middle_income_countries",11,2,0.182,2020-09-30,2021-04-14,"2,0","No info",-196,"Regien Biesma, Neil Spicer","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/BreastCancer",7,0,0,2020-09-30,2019-12-19,"0,0,0","No info",286,"Dr. Marion Kavanaugh-Lynch, Dr. Deborah J. Bowen, Nicholas Anthis","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/alcohol_policy",8,6,0.75,2020-09-30,2020-10-05,"6,1","No info",-5,"Dr. Jürgen Rehm, Dr. Antoni Gual","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/applied_health",9,4,0.444,2020-09-30,2020-10-13,"4","No info",-13,"Dr. Peter Anderberg","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/smoking_cessation_pregnancy",8,5,0.625,2020-09-30,2020-09-28,"4,1,2","No info",2,"Sue Cooper, Katarzyna Campbell, Sophie Orton","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/EPOS",6,0,0,2020-09-30,2020-10-04,"0","No info",-4,"Daniele La Russa","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/microbiological_health",8,0,0,2020-09-30,2020-09-28,"0,0","No info",2,"Dr. Elisabetta Carraro, Silvia Bonetta","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/APM",9,1,0.111,2020-09-30,2020-11-18,"1,0","No info",-49,"Isidro A. Perez, M. Angeles Garcia","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/pollution_thyroid",5,2,0.4,2020-09-30,2020-11-10,"2,2","No info",-41,"Dr. Fabrizio Bianchi, Francesca Gorini","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/ESTP_Zoonotic_Diseases",7,2,0.286,2020-09-30,2020-09-09,"2,2","No info",21,"Jason K. Blackburn, Michael H. Norris","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/ESPAY",6,1,0.167,2020-09-30,2020-10-01,"1","No info",-1,"Dr. Julian A. Reed","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Legionellosis",5,1,0.2,2020-09-30,2020-06-23,"1,1","No info",99,"Anna Psaroulaki, Dimosthenis Chochlakis","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/A_R",6,2,0.333,2020-09-30,2020-09-24,"2","No info",6,"Lucinda J. Bessa","30 September 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Roma_Health_Disadcantage",13,6,0.462,2020-10-01,2020-10-15,"6","No info",-14,"Jitse P. van Dijk","1 October 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Novel_Approaches_Suicide_Prevention",5,2,0.4,2020-10-01,2020-12-09,"1,1","No info",-69,"Robert J. Cramer, Raymond P. Tucker","1 October 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Health_Technology_Assessment",7,2,0.286,2020-10-01,2020-10-14,"2,2,2","No info",-13,"Marco Marchetti, Dr. Matteo Ruggeri, Chiara Cadeddu","1 October 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/active_ageing",19,2,0.105,2020-10-15,2020-10-15,"0,2","No info",0,"Maria João Forjaz, Carmen Rodriguez-Blazquez","15 October 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/ASERA",14,4,0.286,2020-10-16,2020-12-01,"3,1","No info",-46,"Giovanni Lamura, Cristina Gagliardi","16 October 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Wellbeing_Adolescence",20,0,0,2020-10-20,2020-12-05,"0","No info",-46,"Javier Ortuño Sierra","20 October 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/gestational_epidemiology",11,1,0.091,2020-10-30,2021-03-31,"1","No info",-152,"Dr. Mukesh M. Agarwal","30 October 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/risk_reduction",13,0,0,2020-10-30,2020-07-14,"0","No info",108,"Marie S. O'Neill","30 October 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Health_Promotion_Elderly",10,2,0.2,2020-10-30,2020-12-07,"2","No info",-38,"Dr. Ching-Ju Chiu","30 October 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/saescov2_covid19_outbreak",30,0,0,2020-10-31,2020-12-29,"0,0","No info",-59,"Evelyne Bischof (prev. Biskup), Naomi I. Maria","31 October 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Age_Friendly_Cities",29,7,0.241,2020-10-31,2020-12-08,"5,2","No info",-38,"Dr. Joost van Hoof, Hannah R. Marston","31 October 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/IHETAP",14,2,0.143,2020-10-31,2020-10-26,"2,0,0","No info",5,"Nuno Canha, Marta Almeida, Evangelia Diapouli","31 October 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Adolescent_Substance_Use",11,1,0.091,2020-10-31,2020-10-31,"1,0","No info",0,"Aina M. Yañez, Alfonso Leiva Rus","31 October 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/SPHO",11,3,0.273,2020-10-31,2020-10-31,"3,0","No info",0,"Ofer Amram, Dr. Blake Walker","31 October 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/child_nutrition",11,0,0,2020-10-31,2020-10-31,"0,0","No info",0,"Dr. Ethan Bergman, Nicole Stendell-Hollis","31 October 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/preterm_birth_research_intervention_developmental_outcomes",13,6,0.462,2020-10-31,2020-11-01,"2,1,2,3","No info",-1,"Dr. Annalisa Guarini, Dr. Miguel Perez Pereira, Dr. Anneloes van Baar, Dr. Alessandra Sansavini","31 October 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/fetal_infancy",10,3,0.3,2020-10-31,2020-09-25,"1,3","No info",36,"Dr. Shahirose Premji, Aliyah Dosani","31 October 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Political_Economy_Tobacco_Control",11,7,0.636,2020-10-31,2020-11-02,"4,7","No info",-2,"Raphael Lencucha, Jeffrey Drope","31 October 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/CAHC",9,5,0.556,2020-10-31,2020-12-05,"3,1,0,1","No info",-35,"Dr. Regina Lai Tong Lee, Dr. Wai Tong Chien, Dr. Sally Chan, Dr. Michael Brown","31 October 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/sustainable_infrastructure",11,4,0.364,2020-10-31,2020-11-26,"4,0","No info",-26,"Victor Yepes, Ignacio J. Navarro Martinez","31 October 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/evidence-based_nature_human_health",8,4,0.5,2020-10-31,2020-10-31,"4,1,0","No info",0,"Dr. Sin-Ae Park, Dr. Choong Hwan Lee, Chorong Song","31 October 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/PMADs_health",10,4,0.4,2020-10-31,2020-11-12,"4","No info",-12,"Jennifer Barkin","31 October 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/community-based_global_mental_health_refugees_migrants",4,2,0.5,2020-10-31,2020-10-29,"2,2,0","No info",2,"Dr. Kevin Pottie, Olivia Magwood, Azaad Kassam","31 October 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/EHIF",5,0,0,2020-10-31,2020-10-16,"0,0,0","No info",15,"Wioletta Rogula-Kozłowska, Dr. Paweł Ogrodnik, Adam Krasuski","31 October 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/homecare",5,2,0.4,2020-10-31,2020-10-12,"2","No info",19,"Dr. Liat Ayalon","31 October 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Health_Wellbeing_Employees",11,1,0.091,2020-11-10,2020-12-16,"1","No info",-36,"Jermaine Ravalier","10 November 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/school_bullying",15,5,0.333,2020-11-15,2021-03-16,"4,3,0,1","No info",-121,"Dr. Estefania Estevez, Dr. Teresa I. Jimenez, Dr. Belen Martinez-Ferrer, Dr. David Moreno-Ruiz","15 November 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/geo-epidemiology_malaria",18,10,0.556,2020-11-15,2020-12-10,"8,1,5","No info",-25,"Dr. Jean Gaudart, Dr. Riana Bornman, Issaka Sagara","15 November 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/BDIDR",7,4,0.571,2020-11-15,2020-11-14,"4","No info",1,"Dr. Tim Joda","15 November 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/app_neural",5,1,0.2,2020-11-16,2021-04-30,"1,1","No info",-165,"Oliver Faust, Dr. U Rajendra Acharya","16 November 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/tobacco_pregnancy_childhood",10,3,0.3,2020-11-20,2020-11-30,"3,0,0","No info",-10,"Gillian Gould, Yael Bar-Zeev, Michelle Bovill","20 November 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/child_young_people",33,4,0.121,2020-11-30,2021-03-23,"3,2","No info",-113,"Dr. Caterina Fiorilli, Dr. Katariina Salmela-Aro","30 November 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Urban_Environ_Health",20,0,0,2020-11-30,2020-11-26,"0,0","No info",4,"Dr. Dolores Catelan, Gabriele Donzelli","30 November 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/HI_LGBT",13,2,0.154,2020-11-30,2021-03-01,"1,2,1,1","No info",-91,"Julie Fish, Trish Hafford-Letchfield, Michael Toze, Dr. Kathryn Almack","30 November 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/relation_urban_design_people_wellbeing",16,1,0.062,2020-11-30,2020-12-30,"1,1,1","No info",-30,"Minou Weijs - Perree, Pauline Van den Berg, Gamze Dane","30 November 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Policies_Strategies_Sexual_Reproductive_Health",20,3,0.15,2020-11-30,2020-12-01,"3,2","No info",-1,"Dr. Juan Miguel Martinez Galiano, Miguel Delgado-Rodriguez","30 November 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/HRQoL",20,6,0.3,2020-11-30,2021-01-12,"5,4","No info",-43,"Tania Fernandez-Villa, Vicente Martin","30 November 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/OEA",8,1,0.125,2020-11-30,2021-03-29,"1,0,0,0","No info",-119,"Francisco-Javier Gonzalez-Barcala, Maribel Casas, Isabel Ines Urrutia Landa, Xavier Munoz","30 November 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/health_related_quality",8,3,0.375,2020-11-30,2020-11-24,"3","No info",6,"Rosalia Ragusa","30 November 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/WHTLF",11,0,0,2020-11-30,2021-01-27,"0,0","No info",-58,"Dr. Yuan Lin, Yeyi Zhu","30 November 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/Environ_Children_Health",12,1,0.083,2020-11-30,2020-12-05,"1,1","No info",-5,"Jason Gilliland, Gina Martin","30 November 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/obesity_and_eating_disorders",9,3,0.333,2020-11-30,2021-04-03,"3,2,2","No info",-124,"Tyler Mason, Kathryn Smith, Jason Lavender","30 November 2020"
"https://www.mdpi.com/journal/ijerph/special_issues/healthy_work",10,1,0.1,2020-11-30,2020-11-06,"1","No info",24,"Andreas Holtermann","30 November 2020"
