"special_issue","num_papers","flags","prop_flag","deadline","latest_sub","rt_sum_vector2","aca_flag","d_over_deadline","ed","fecha_deadline"
"https://www.mdpi.com/journal/ijerph/special_issues/environmental_exposures_epidemiological",6,1,0.167,2022-06-30,2022-05-06,"1,0,0,0","No info",55,"Yu Ait Bamai, Tomohiko Isobe, Po-Chin Huang, Ana Catarina Almeida Sousa","30 June 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/Applications_of_Machine_Learning_in_Health_Management",6,1,0.167,2022-06-30,2022-06-29,"1,1,1","5",1,"Ignacio Rodriguez-Rodriguez, Dr. Jose-Victor Rodriguez, Andres Ortiz Garcia","30 June 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/air-pollution_COVID-19",6,0,0,2022-06-30,2022-03-30,"0,0,0","No info",92,"Chiara Copat, Dr. Margherita Ferrante, Antonio Cristaldi","30 June 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/perinatal_mood_anxiety_disorders",6,2,0.333,2022-06-30,2022-04-07,"2,0","4",84,"Dr. Nicole L. Letourneau, Panagiota Tryphonopoulos","30 June 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/Preterm",6,1,0.167,2022-06-30,2022-01-11,"1,0","No info",170,"Ki Hoon Ahn, JoonHo Lee","30 June 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/health_coverage",5,3,0.6,2022-06-30,2022-06-29,"3","0",1,"John Tayu Lee","30 June 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/exercises_musculoskeletal_disorders",5,1,0.2,2022-06-30,2022-06-14,"1,1","4",16,"Dr. Markus Tilp, Annika Kruse","30 June 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/healthy_food_businesses",6,1,0.167,2022-06-30,2022-06-30,"1,0","1",0,"Lucia Leone, Elizabeth Anderson Steeves","30 June 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/TRAP",7,3,0.429,2022-06-30,2022-06-27,"3,1","1",3,"Bin Han, Meng Wang","30 June 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/ergonomics_dentistry",5,1,0.2,2022-06-30,2022-05-03,"1","4",58,"Dr. Daniela Ohlendorf","30 June 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/Body_Performance",6,1,0.167,2022-06-30,2022-06-14,"1,1","No info",16,"Gabriele Mascherini, Pascal Izzicupo","30 June 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/environmental_public_health",6,1,0.167,2022-06-30,2022-10-22,"1,1,1","2",-114,"Dr. Paul A. Scuffham, Clifford Afoakwah, Son Nghiem","30 June 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/BreastCancer_Research",7,0,0,2022-06-30,2022-08-11,"0","0",-42,"Margit L. H. Riis","30 June 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/autoinflammatory_neuronal",6,1,0.167,2022-06-30,2022-07-28,"1,1,0","No info",-28,"Dr. Annalisa Marcuzzi, Elisabetta Melloni, Elisa Piscianz","30 June 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/The_Mitigation_of_Soil_Sealing_in_Cities",6,1,0.167,2022-06-30,2022-06-14,"1,0","No info",16,"Dr. Alejandro Luis Grindlay Moreno, Maria Isabel Rodriguez Rojas","30 June 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/occupational_environmental_south_africa",5,1,0.2,2022-06-30,2022-01-05,"0,1","3",176,"Saloshni Naidoo, Dr. Rajen Naidoo","30 June 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/health_care_patients_perspective",19,4,0.211,2022-07-01,2022-07-20,"4","11",-19,"Dr. Andrea Glässel","1 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/data_methods_public_health",10,4,0.4,2022-07-01,2022-08-06,"2,0,3","No info",-36,"Dr. Nicola Bartolomeo, Margherita Fanelli, Paolo Trerotoli","1 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/lifestyle-related_risks",16,3,0.188,2022-07-08,2022-06-16,"2,3","No info",22,"Grainne O'Donoghue, Casey Peiris","8 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/Training_Nutrition_Health",8,2,0.25,2022-07-15,2022-08-25,"2","5",-41,"Michal Wilk","15 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/athlete_performance_health",13,4,0.308,2022-07-15,2022-07-08,"4","7",7,"Javier Yanci-Irigoyen","15 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/Female_Athlete",9,0,0,2022-07-15,2022-09-25,"0","3",-72,"Dr. Lynda B Ransdell","15 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/Cardiovascular_Migrants",11,2,0.182,2022-07-15,2022-08-29,"2,1","6",-45,"Daniel Boateng, Hibbah Araba Osei-Kwasi","15 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/Resistance_Training_Fitness",8,0,0,2022-07-15,2022-06-17,"0","5",28,"Michal Wilk","15 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/occupation_performance",7,2,0.286,2022-07-15,2022-05-13,"2,2","4",63,"Luana Main, Jamie Tait","15 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/influenza_public_health",8,0,0,2022-07-30,2022-06-30,"0","0",30,"Dr. Aneta Nitsch-Osuch","30 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/Nursing_Covid",26,0,0,2022-07-31,2022-09-10,"0,0","23",-41,"Dr. Richard Gray, Sonia Udod","31 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/Times_of_Crisis",12,1,0.083,2022-07-31,2022-07-01,"1,1,0","11",30,"Dr. Audrey J. Murrell, Dr. Ray Jones, Dr. Xiaoping Zhao","31 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/children_wellbeing_COVID-19",14,0,0,2022-07-31,2022-07-05,"0,0,0","12",26,"Claire E. Hastie, Frederick Ho, Michael Fleming","31 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/Periodontal_Implant_Diseases",17,3,0.176,2022-07-31,2022-09-05,"1,0,2","No info",-36,"Jyothi Tadakamadla, Santosh K. Tadakamadla, Dr. Carlos Marcelo Da Silva Figueredo","31 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/Prevention_Athletes",11,1,0.091,2022-07-31,2022-06-10,"1,1","No info",51,"Fabrizio Perroni, Erica Gobbi","31 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/psychological_factors_their_effect_health_wellbeing_performance_athletes",14,3,0.214,2022-07-31,2022-07-31,"1,2,3","No info",0,"Manuel Gomez-Lopez, Dr. Antonino Bianco, Dr. Carlos Marques da Silva","31 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/COVID_Environment",17,0,0,2022-07-31,2022-08-30,"0,0","17",-30,"Sachiko Kodera, Essam A. Rashed","31 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/Musculoskeletal_Disorders_Physical_Rehabilitation_Health",11,2,0.182,2022-07-31,2022-06-15,"2,1","7",46,"Carolina Fernandez-Lao, Francisco Artacho-Cordon","31 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/Extreme_Environments_Health",15,4,0.267,2022-07-31,2022-11-28,"4,2,2,2","6",-120,"Eric Brymer, Francesco Feletti, Erik Monasterio, Pierre Bouchat","31 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/Equity_Health_Care",13,1,0.077,2022-07-31,2022-06-13,"1,1","12",48,"Dr. Rosa Urbanos-Garrido, Alexandrina Stoyanova","31 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/Climate_Change_Environment_Health",10,0,0,2022-07-31,2022-08-23,"0,0","No info",-23,"Alfredo Rocha, Ricardo Almendra","31 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/bibliometrics_health",12,0,0,2022-07-31,2022-10-07,"0","12",-68,"Malcolm Koo","31 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/children_physicalactivity",9,2,0.222,2022-07-31,2022-07-21,"2,1,2","4",10,"Alberto Nuviala-Nuviala, Raquel Perez-Ordas, Antonio Fernandez-Martinez","31 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/mobile_health_interventions",11,2,0.182,2022-07-31,2022-07-31,"2","7",0,"Sung-Hee Kim","31 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/mental_health_intervention_Childhood_Adolescents",9,2,0.222,2022-07-31,2022-07-20,"0,2","4",11,"Dr. M. Carmen Pichardo Martinez, Dr. Miriam Romero-Lopez","31 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/body_dissatisfaction",9,2,0.222,2022-07-31,2022-07-28,"2,2","6",3,"Gioia Bottesi, Silvia Cerea","31 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/Environmental_Exposures_Pregnancy",9,2,0.222,2022-07-31,2022-08-01,"1,1,0","5",-1,"Amy M. Padula, Kelly K. Ferguson, Jeanette A. Stingone","31 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/work_related_diseases",5,0,0,2022-07-31,2022-04-03,"0,0,0","No info",119,"Henk F van der Molen, Sanja Kezic, Sietske J Tamminga","31 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/Obesity_Knowledge",8,0,0,2022-07-31,2022-07-29,"0,0","2",2,"Dr. Isabel Carmo, Mariana P. Monteiro","31 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/Community_Participation_Disaster_Risk_Reduction_Perspectives_Methodologies_Evaluations",7,0,0,2022-07-31,2022-03-05,"0,0,0","No info",148,"Subhajyoti Samaddar, Kaori Kitagawa, Hirokazu Tatano","31 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/Prevention_Treatment_Rehabilitation_Musculoskeletal_Disorders",6,2,0.333,2022-07-31,2022-02-23,"2","2",158,"Dr. Jin-Hwa Jung","31 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/children_environment_health",9,2,0.222,2022-07-31,2022-09-16,"2,2","No info",-47,"Dr. Alesia Ferguson, Dr. Helena Solo-Gabriele","31 July 2022"
"https://www.mdpi.com/journal/ijerph/special_issues/Emerging_Flame_Retardants",5,0,0,2022-07-31,2021-12-30,"0,0,0,0","5",213,"Karthikraj Rajendiran, Dr. Tao Zhang, Un-Jung Kim, Maria Pilar Martinez-Moral","31 July 2022"
